1.859884151388335072e+00,9.137790910481125906e+00,6.144791841873954219e+00
1.989225373773454209e+00,9.019285522453083459e+00,5.976860416004308618e+00
8.438305938398986683e-01,1.015136800872024736e+01,7.187887831575358710e+00
2.098380342238440388e+00,8.909445051573554153e+00,5.829939403849790480e+00
1.979719313345422060e+00,9.003826923547890715e+00,5.983004550790671061e+00
1.173297800411043035e+00,9.790604676502264070e+00,6.841326240765219779e+00
2.101945031457276514e+00,8.939951460530094707e+00,5.806214801068698250e+00
2.132062265646831101e+00,8.909378957624575435e+00,5.808388313129733582e+00
2.066319232701405717e+00,8.961307333538712783e+00,5.837543433747250710e+00
1.944626290651861877e+00,9.059244219519587915e+00,6.006718912324306991e+00
2.083416771914873067e+00,8.951225698768856986e+00,5.814674752065347008e+00
2.031146087601032768e+00,9.012438585764252608e+00,5.892015016101793456e+00
2.123295459466755908e+00,8.909662678042801431e+00,5.772005864088898264e+00
2.088282594595258335e+00,8.953247183647146556e+00,5.805840085083197266e+00
2.128964443222457703e+00,8.890699994518108440e+00,5.772521058320733367e+00
2.104207935618611636e+00,8.914628671310277142e+00,5.792621731277912467e+00
2.126155942199889015e+00,8.915523755429495267e+00,5.763462039230600631e+00
2.060572117394656733e+00,8.973857793122327564e+00,5.834972831449332986e+00
2.065377567030385553e+00,8.947664258591524700e+00,5.836253413346549124e+00
2.075432489045152540e+00,8.959688088461181366e+00,5.815213792987402819e+00
2.094916536128751172e+00,8.933646363233247456e+00,5.793849399370346376e+00
2.152014589425140567e+00,8.889526905593383432e+00,5.741057436300642358e+00
2.071122614959160835e+00,8.963143649458526596e+00,5.818896184385601522e+00
2.059329877446665957e+00,8.984723916322547410e+00,5.837126220105870011e+00
2.113286372079681286e+00,8.910874144518096784e+00,5.776044749423325797e+00
2.076242711972346111e+00,8.959412315919461633e+00,5.811007113911096589e+00
2.173731192358068220e+00,8.865499383691622270e+00,5.750905860035724793e+00
2.153177931356109465e+00,8.879026063485435216e+00,5.737396260615957644e+00
2.120134876926705214e+00,8.936129965147118881e+00,5.778538779971921002e+00
2.008120541223907374e+00,9.012750615027545820e+00,5.900754266928293745e+00
2.131453837034273047e+00,8.907791755983343052e+00,5.749911131031638867e+00
2.022663092159034726e+00,9.006622558575735127e+00,5.879049764239534959e+00
2.075311812045304016e+00,8.960276320627695412e+00,5.809949352823014834e+00
2.138856606140909555e+00,8.896672680838932479e+00,5.743239039022157044e+00
2.109261798348593508e+00,8.925358577824736628e+00,5.771436753044045354e+00
2.118115751555881943e+00,8.914203259276147762e+00,5.763041851786066871e+00
2.113576111002824387e+00,8.917809221553087085e+00,5.767781443821096587e+00
2.112857054215254049e+00,8.918615119898278820e+00,5.768439448223869448e+00
2.123362286564548729e+00,8.909442656071407285e+00,5.757612157863565727e+00
