9.821465783282949946e-01,1.785342481240650980e-02
6.758625281971966103e-01,3.241374684822935226e-01
9.650660866344802358e-01,3.493390607041830381e-02
9.758244720662018201e-01,2.417551897026553459e-02
8.434253248600784847e-01,1.565746841186914928e-01
6.046186581137972249e-01,3.953813318209849492e-01
7.858896376227881841e-01,2.141103731379425945e-01
8.173017321565925197e-01,1.826982810378902644e-01
9.421165540994640430e-01,5.788346050931543474e-02
6.622145795188861817e-01,3.377854055056777605e-01
5.851632010260477967e-01,4.148367822800916871e-01
5.077663768795926957e-01,4.922336408121702478e-01
7.777692061767542686e-01,2.222307753780481121e-01
5.061366282356886126e-01,4.938633524640435035e-01
5.502821281107691531e-01,4.497178914124389526e-01
9.517222534333006356e-01,4.827776623393625899e-02
6.893902136984310092e-01,3.106097637512534315e-01
8.724706594785145430e-01,1.275293154906540216e-01
8.905139334874310197e-01,1.094860410770912701e-01
8.495649056342526872e-01,1.504350655628899913e-01
7.133682799220717463e-01,2.866316912666649341e-01
7.452962303799532950e-01,2.547037406999047016e-01
5.551644903455681401e-01,4.448354803876468089e-01
8.585787140731184763e-01,1.414213155774775577e-01
6.223816095712546570e-01,3.776184215636479435e-01
6.824520204470990725e-01,3.175479483459887620e-01
6.967613578597996460e-01,3.032386067831824850e-01
5.983804635963198004e-01,4.016195732871615243e-01
9.887328572027542783e-01,1.126718033012630987e-02
6.631108430132133247e-01,3.368891982389689010e-01
7.643994023145748162e-01,2.356006389740640250e-01
8.102061601466674645e-01,1.897937963868211730e-01
6.670480540656147372e-01,3.329519923289296357e-01
9.647004915012111770e-01,3.529955600377822356e-02
8.115638940365300646e-01,1.884361535888375572e-01
7.294784949322626888e-01,2.705214571129167522e-01
7.722692644713065047e-01,2.277306864958197063e-01
7.164049920746845546e-01,2.835949579780404073e-01
5.297973894478998913e-01,4.702026634709569608e-01
6.272923075951198912e-01,3.727077467162584479e-01
7.274601277793460996e-01,2.725398169899587164e-01
9.274756425348701372e-01,7.252429870771526232e-02
5.053136628549860232e-01,4.946863959137587918e-01
8.439877225963866580e-01,1.560123371778551205e-01
9.647263065546985983e-01,3.527363213449968143e-02
7.747227191260841472e-01,2.252772188235635797e-01
8.623801085740337991e-01,1.376199538155302160e-01
8.860045326427370416e-01,1.139954043640410142e-01
9.008076694360843684e-01,9.919239531577002389e-02
7.448956783521849534e-01,2.551043864921894722e-01
5.537229808504261497e-01,4.462769526450390822e-01
6.555064900719684839e-01,3.444935783495383097e-01
9.405416967166465581e-01,5.945823329911922167e-02
5.841578965531500911e-01,4.158420308018228040e-01
7.119753360062127667e-01,2.880245912511945061e-01
5.979133855274064713e-01,4.020866906556173070e-01
8.642271922652303706e-01,1.357728841619383620e-01
7.056698905022210644e-01,2.943300329977618923e-01
8.541064605895745121e-01,1.458936167593933575e-01
9.864828885725425156e-01,1.351703287947191023e-02
5.690332101269346410e-01,4.309668687439919266e-01
7.671091559564084950e-01,2.328909233748929775e-01
7.928737888957259061e-01,2.071261315533925729e-01
7.073521980425465649e-01,2.926478822408278280e-01
9.130465691746865176e-01,8.695335018353714251e-02
7.862475750139935604e-01,2.137525057727865108e-01
7.629306734723926287e-01,2.370692450479023883e-01
5.583723011745679310e-01,4.416276170375983412e-01
5.329307688775098972e-01,4.670693135849098288e-01
6.678837377098634231e-01,3.321161789582096624e-01
8.660266111199075301e-01,1.339733034318307259e-01
8.810120600817183956e-01,1.189878542434937569e-01
5.819283184399063336e-01,4.180717690362236727e-01
6.689024136869543558e-01,3.310974979759784276e-01
6.567878488538944071e-01,3.432120620916656595e-01
6.338387127192056658e-01,3.661613775001049120e-01
5.523625971342461805e-01,4.476373124772051182e-01
5.270976122094376271e-01,4.729024783413742772e-01
9.538187401277183897e-01,4.618135047936120646e-02
5.524518074896895836e-01,4.475481002051228674e-01
8.983452365675088647e-01,1.016546706355793972e-01
7.979549263441898521e-01,2.020451673869681497e-01
6.265306400577582702e-01,3.734694551097834658e-01
9.045336830475279033e-01,9.546641426011216736e-02
9.198813262938947410e-01,8.011877152167785898e-02
6.066708537277559765e-01,3.933290460219437401e-01
8.551430937417067168e-01,1.448570090342722605e-01
6.193612984056259263e-01,3.806385908906956272e-01
7.529772315712498498e-01,2.470228806395030619e-01
