1.087384267061284993e+00,9.918122610518128823e+00,6.906450278640806850e+00
2.045831297974757934e+00,8.975461932384611430e+00,5.916919937673539742e+00
1.239621748875628926e+00,9.775025705986921665e+00,6.733465820954235959e+00
1.917590342646672497e+00,9.108618779281432154e+00,6.071075928622637896e+00
1.981078570072559941e+00,9.043571403826787147e+00,5.987083872755147418e+00
2.054583247430477932e+00,8.928108087128054038e+00,5.924966465743604083e+00
1.747922285088215233e+00,9.232785505468349641e+00,6.288631478087806315e+00
2.065924936766140974e+00,8.944916847269194449e+00,5.858284985967389780e+00
2.050568932151781709e+00,8.983704762973433233e+00,5.872587790163565025e+00
1.477627300218639084e+00,9.491786770130572037e+00,6.518379469590172448e+00
2.050533289979795004e+00,8.981170785437216253e+00,5.868115230719944009e+00
2.104400604567479238e+00,8.939988600629064308e+00,5.841877625263055762e+00
2.085070652544436243e+00,8.918511977169341520e+00,5.841054610829249150e+00
2.105346374844339064e+00,8.929606967605108636e+00,5.795541203970305588e+00
2.098028531502916127e+00,8.937854096340565491e+00,5.802416141646300929e+00
1.647499504147256877e+00,9.368235305251376488e+00,6.302228624302689042e+00
2.151484213150488323e+00,8.883389640058187098e+00,5.756601166399150316e+00
2.132856655695777981e+00,8.909848440746051423e+00,5.765205900580406606e+00
2.128487881922046299e+00,8.912361667869671322e+00,5.766291995826121841e+00
2.118815949246910524e+00,8.912252530702023279e+00,5.773993947336270693e+00
1.957869020169649366e+00,9.054441019106684863e+00,5.981862405894478485e+00
2.079980055880611189e+00,8.944806681833373574e+00,5.814865279992597280e+00
1.688766746412777353e+00,9.348705515611648309e+00,6.274335086894808455e+00
1.976101847362914388e+00,9.065700505899499717e+00,6.018098676154787441e+00
2.083545704652363995e+00,8.893042775985076531e+00,5.893775591853378515e+00
1.504163625164106177e+00,9.537983157248648425e+00,6.471312077461367274e+00
2.144871982874132499e+00,8.882701345065871834e+00,5.749877539702980656e+00
2.049602943268308053e+00,8.988755202617918272e+00,5.847760691114329390e+00
2.065670836851375203e+00,8.985343240613330451e+00,5.836258762309645576e+00
2.156313944235439539e+00,8.858407550237432204e+00,5.757493544455528856e+00
8.779875680126693061e-01,9.990868605277601233e+00,7.044460249368887261e+00
2.086589205998818031e+00,8.963627555387621015e+00,5.804279909238068136e+00
2.080183077003658010e+00,8.963666384756054484e+00,5.807037231084308360e+00
2.118239386835508498e+00,8.914187786478910525e+00,5.764124962911269634e+00
2.107193588853036204e+00,8.936657560538183276e+00,5.774578594112620422e+00
2.118294553094973942e+00,8.930980813856127298e+00,5.765639375687288570e+00
2.156212286072130446e+00,8.884611378653923808e+00,5.730508849901918111e+00
2.115923223152313071e+00,8.915654472183550894e+00,5.765924593980368051e+00
2.125695521623919504e+00,8.910523022208678867e+00,5.754718032820536955e+00
